Grant Agreement ID;Project Link;EU contribution (€);Includes PO?;PO budget (€);PO budget %;PO link;PO link 2;PO link 3;Topic ;;;;;;;;;;;;;;;;;;;
736269;https://cordis.europa.eu/project/rcn/205137/factsheet/en;50000.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
729891;https://cordis.europa.eu/project/rcn/204305/factsheet/en;50000.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
735942;https://cordis.europa.eu/project/rcn/205113/factsheet/en;50000.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
735669;https://cordis.europa.eu/project/rcn/205090/factsheet/en;50000.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
735636;https://cordis.europa.eu/project/rcn/205086/factsheet/en;50000.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
735764;https://cordis.europa.eu/project/rcn/205097/factsheet/en;50000.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
729076;https://cordis.europa.eu/project/rcn/204270/factsheet/en;50000.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
735523;https://cordis.europa.eu/project/rcn/205080/factsheet/en;50000.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
728993;https://cordis.europa.eu/project/rcn/204269/factsheet/en;50000.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
729703;https://cordis.europa.eu/project/rcn/204321/factsheet/en;50000.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
735848;https://cordis.europa.eu/project/rcn/205106/factsheet/en;50000.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
729433;https://cordis.europa.eu/project/rcn/204320/factsheet/en;50000.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
725151;https://cordis.europa.eu/project/rcn/204993/factsheet/en;2136357.50;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
729499;https://cordis.europa.eu/project/rcn/204408/factsheet/en;50000.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
729199;https://cordis.europa.eu/project/rcn/204397/factsheet/en;50000.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
728580;https://cordis.europa.eu/project/rcn/204375/factsheet/en;50000.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
719500;https://cordis.europa.eu/project/rcn/204564/factsheet/en;4054000.00;0;-;-;-;;;PHC-12-2015 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
728239;https://cordis.europa.eu/project/rcn/204362/factsheet/en;50000.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
718244;https://cordis.europa.eu/project/rcn/201738/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
717287;https://cordis.europa.eu/project/rcn/203192/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
717108;https://cordis.europa.eu/project/rcn/201698/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
717286;https://cordis.europa.eu/project/rcn/201701/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
717623;https://cordis.europa.eu/project/rcn/201716/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
718965;https://cordis.europa.eu/project/rcn/201759/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
717525;https://cordis.europa.eu/project/rcn/201711/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
719912;https://cordis.europa.eu/project/rcn/201788/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
718669;https://cordis.europa.eu/project/rcn/201749/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
681109;https://cordis.europa.eu/project/rcn/202572/factsheet/en;2325545.00;0;-;-;-;;;HCO-06-2015 - Global Alliance for Chronic Diseases. Prevention and treatment of lung diseases;;;;;;;;;;;;;;;;;;;
719554;https://cordis.europa.eu/project/rcn/201781/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
667400;https://cordis.europa.eu/project/rcn/200102/factsheet/en;5993177.50;0;-;-;-;;;PHC-16-2015 - Tools and technologies for advanced therapies;;;;;;;;;;;;;;;;;;;
711083;https://cordis.europa.eu/project/rcn/201666/factsheet/en;3687250.00;0;-;-;-;;;PHC-12-2015 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
718491;https://cordis.europa.eu/project/rcn/201744/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
667932;https://cordis.europa.eu/project/rcn/199741/factsheet/en;5995761.25;0;-;-;-;;;PHC-16-2015 - Tools and technologies for advanced therapies;;;;;;;;;;;;;;;;;;;
717805;https://cordis.europa.eu/project/rcn/201723/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
719496;https://cordis.europa.eu/project/rcn/201779/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
719768;https://cordis.europa.eu/project/rcn/201784/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
717578;https://cordis.europa.eu/project/rcn/200322/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
668596;https://cordis.europa.eu/project/rcn/199756/factsheet/en;7941665.00;0;-;-;https://www.spog.ch/about-us/leitbild-2/?lang=en;(confirmar);;PHC-18-2015 - Establishing effectiveness of health care interventions in the paediatric population;;;;;;;;;;;;;;;;;;;
667192;https://cordis.europa.eu/project/rcn/199724/factsheet/en;4866050.00;0;-;-;-;;;PHC-11-2015 - Development of new diagnostic tools and technologies: in vivo medical imaging technologies;;;;;;;;;;;;;;;;;;;
668142;https://cordis.europa.eu/project/rcn/199750/factsheet/en;6441663.75;0;-;-;-;;;PHC-11-2015 - Development of new diagnostic tools and technologies: in vivo medical imaging technologies;;;;;;;;;;;;;;;;;;;
667787;https://cordis.europa.eu/project/rcn/199739/factsheet/en;6183456.25;1;61250.00;0.99;http://www.melanomapatientnetworkeu.org/;;;PHC-14-2015 - New therapies for rare diseases;;;;;;;;;;;;;;;;;;;
668259;https://cordis.europa.eu/project/rcn/200029/factsheet/en;4234330.00;0;-;-;-;;;PHC-18-2015 - Establishing effectiveness of health care interventions in the paediatric population;;;;;;;;;;;;;;;;;;;
667421;https://cordis.europa.eu/project/rcn/199733/factsheet/en;5564395.00;0;-;-;-;;;PHC-16-2015 - Tools and technologies for advanced therapies;;;;;;;;;;;;;;;;;;;
718746;https://cordis.europa.eu/project/rcn/200526/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
667980;https://cordis.europa.eu/project/rcn/199744/factsheet/en;5989158.75;0;-;-;-;;;PHC-16-2015 - Tools and technologies for advanced therapies;;;;;;;;;;;;;;;;;;;
719217;https://cordis.europa.eu/project/rcn/200625/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
667078;https://cordis.europa.eu/project/rcn/199721/factsheet/en;6000000.00;1;339500.00;5.66;https://www.parentprojectmd.org/;;;PHC-14-2015 - New therapies for rare diseases;;;;;;;;;;;;;;;;;;;
717943;https://cordis.europa.eu/project/rcn/200621/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
717419;https://cordis.europa.eu/project/rcn/200615/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
667079;https://cordis.europa.eu/project/rcn/199722/factsheet/en;4591287.50;0;-;-;-;;;PHC-14-2015 - New therapies for rare diseases;;;;;;;;;;;;;;;;;;;
668350;https://cordis.europa.eu/project/rcn/199753/factsheet/en;4666400.00;0;-;-;-;;;PHC-16-2015 - Tools and technologies for advanced therapies;;;;;;;;;;;;;;;;;;;
698263;https://cordis.europa.eu/project/rcn/200006/factsheet/en;2351461.25;0;-;-;-;;;PHC-12-2015 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
668294;https://cordis.europa.eu/project/rcn/199751/factsheet/en;5990464.00;0;-;-;-;;;PHC-14-2015 - New therapies for rare diseases;;;;;;;;;;;;;;;;;;;
668532;https://cordis.europa.eu/project/rcn/199755/factsheet/en;5999800.00;0;-;-;-;;;PHC-11-2015 - Development of new diagnostic tools and technologies: in vivo medical imaging technologies;;;;;;;;;;;;;;;;;;;
698630;https://cordis.europa.eu/project/rcn/200007/factsheet/en;2751250.00;0;-;-;-;;;PHC-12-2015 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
718938;https://cordis.europa.eu/project/rcn/200377/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
718642;https://cordis.europa.eu/project/rcn/200331/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
709835;https://cordis.europa.eu/project/rcn/199431/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
710564;https://cordis.europa.eu/project/rcn/199256/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
710834;https://cordis.europa.eu/project/rcn/199282/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
684584;https://cordis.europa.eu/project/rcn/197581/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
709595;https://cordis.europa.eu/project/rcn/199251/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
697613;https://cordis.europa.eu/project/rcn/199074/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
710477;https://cordis.europa.eu/project/rcn/199496/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
674474;https://cordis.europa.eu/project/rcn/198026/factsheet/en;4998625.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
710971;https://cordis.europa.eu/project/rcn/199498/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
698752;https://cordis.europa.eu/project/rcn/198562/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
696579;https://cordis.europa.eu/project/rcn/198544/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
711620;https://cordis.europa.eu/project/rcn/199407/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
666852;https://cordis.europa.eu/project/rcn/197912/factsheet/en;4526324.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
672454;https://cordis.europa.eu/project/rcn/198097/factsheet/en;4244969.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
684809;https://cordis.europa.eu/project/rcn/198803/factsheet/en;3600632.50;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
681027;https://cordis.europa.eu/project/rcn/198788/factsheet/en;6828884.00;0;-;-;-;;;PHC-15-2015 - Clinical research on regenerative medicine;;;;;;;;;;;;;;;;;;;
685063;https://cordis.europa.eu/project/rcn/198009/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
697471;https://cordis.europa.eu/project/rcn/198902/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
697419;https://cordis.europa.eu/project/rcn/198899/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
696425;https://cordis.europa.eu/project/rcn/198858/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
697269;https://cordis.europa.eu/project/rcn/198895/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
689878;https://cordis.europa.eu/project/rcn/198829/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
699009;https://cordis.europa.eu/project/rcn/198946/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
711330;https://cordis.europa.eu/project/rcn/199345/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
697611;https://cordis.europa.eu/project/rcn/198554/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
681031;https://cordis.europa.eu/project/rcn/198789/factsheet/en;5369886.00;0;-;-;-;;;PHC-15-2015 - Clinical research on regenerative medicine;;;;;;;;;;;;;;;;;;;
697790;https://cordis.europa.eu/project/rcn/198556/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
696568;https://cordis.europa.eu/project/rcn/198542/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
681103;https://cordis.europa.eu/project/rcn/198796/factsheet/en;3051836.25;0;-;-;-;;;PHC-15-2015 - Clinical research on regenerative medicine;;;;;;;;;;;;;;;;;;;
696293;https://cordis.europa.eu/project/rcn/198854/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
666666;https://cordis.europa.eu/project/rcn/197911/factsheet/en;1633750.00;0;-;-;-;;;PHC-12-2014 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
698260;https://cordis.europa.eu/project/rcn/198924/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
698297;https://cordis.europa.eu/project/rcn/198926/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
712123;https://cordis.europa.eu/project/rcn/199386/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
695913;https://cordis.europa.eu/project/rcn/198408/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
680966;https://cordis.europa.eu/project/rcn/198783/factsheet/en;6772342.5;0;-;-;-;;;HCO-11-2015 - ERA NET Collaboration and alignment of national programmes and activities in the area of brain-related diseases and disorders of the nervous system;;;;;;;;;;;;;;;;;;;
711558;https://cordis.europa.eu/project/rcn/199435/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
673737;https://cordis.europa.eu/project/rcn/198240/factsheet/en;4705344;0;-;-;-;;;PHC-12-2014 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
710079;https://cordis.europa.eu/project/rcn/199432/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
681044;https://cordis.europa.eu/project/rcn/198791/factsheet/en;6338259;0;-;-;-;;;PHC-15-2015 - Clinical research on regenerative medicine;;;;;;;;;;;;;;;;;;;
697504;https://cordis.europa.eu/project/rcn/198903/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
666540;https://cordis.europa.eu/project/rcn/198677/factsheet/en;2309447;0;-;-;-;;;PHC-12-2014 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
711761;https://cordis.europa.eu/project/rcn/199437/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
697211;https://cordis.europa.eu/project/rcn/198892/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
710759;https://cordis.europa.eu/project/rcn/199165/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
710095;https://cordis.europa.eu/project/rcn/199277/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
710938;https://cordis.europa.eu/project/rcn/199257/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
685052;https://cordis.europa.eu/project/rcn/198805/factsheet/en;3389912.50;0;-;-;-;;;PHC-12-2015 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
680997;https://cordis.europa.eu/project/rcn/198786/factsheet/en;2990750.00;1;78812.50;2.64;https://www.europeanlung.org/pt/sobre-a-elf/organiza%C3%A7%C3%A3o/;(confirmar);;HCO-06-2015 - Global Alliance for Chronic Diseases. Prevention and treatment of lung diseases;;;;;;;;;;;;;;;;;;;
711286;https://cordis.europa.eu/project/rcn/199344/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
777718;https://cordis.europa.eu/project/rcn/213530/factsheet/en;2986699.25;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
710405;https://cordis.europa.eu/project/rcn/199371/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
698871;https://cordis.europa.eu/project/rcn/198942/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
710070;https://cordis.europa.eu/project/rcn/199163/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
697235;https://cordis.europa.eu/project/rcn/198893/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
697004;https://cordis.europa.eu/project/rcn/198549/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
684589;https://cordis.europa.eu/project/rcn/199269/factsheet/en;2935000.00;0;-;-;-;;;PHC-12-2015 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
671846;https://cordis.europa.eu/project/rcn/196658/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
671873;https://cordis.europa.eu/project/rcn/196421/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
663424;https://cordis.europa.eu/project/rcn/196251/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
672296;https://cordis.europa.eu/project/rcn/196439/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
664101;https://cordis.europa.eu/project/rcn/196305/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
672801;https://cordis.europa.eu/project/rcn/196475/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
672123;https://cordis.europa.eu/project/rcn/196432/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
683475;https://cordis.europa.eu/project/rcn/197196/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
663879;https://cordis.europa.eu/project/rcn/196289/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
671978;https://cordis.europa.eu/project/rcn/196425/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
673800;https://cordis.europa.eu/project/rcn/196530/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
673306;https://cordis.europa.eu/project/rcn/196493/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
683435;https://cordis.europa.eu/project/rcn/197195/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
663090;https://cordis.europa.eu/project/rcn/196228/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
662712;https://cordis.europa.eu/project/rcn/196195/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
663824;https://cordis.europa.eu/project/rcn/196285/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
673885;https://cordis.europa.eu/project/rcn/196540/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
672444;https://cordis.europa.eu/project/rcn/196444/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
663724;https://cordis.europa.eu/project/rcn/196277/factsheet/en;50000.00;0;-;-;-;;;PHC-12-2015-1 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
